Data1
3.570079803
3.589868546
3.629922867
3.679990768
3.690004349
3.769874573
3.789901733
3.799915314
3.799915314
3.809928894
3.819942474
3.839969635
3.850221634
3.859996796
3.869771957
3.900051117
3.920078278
3.95989418
3.95989418
3.969907761
3.979921341
3.989934921
3.99017334
3.99017334
3.999948502
4.00018692
4.009962082
4.019975662
4.019975662
4.050016403
4.050016403
4.050016403
4.060029984
4.069805145
4.070043564
4.080057144
4.080057144
4.100084305
4.100084305
4.120111465
4.139900208
4.139900208
4.149913788
4.149913788
4.149913788
4.149913788
4.159927368
4.159927368
4.160165787
4.169940948
4.180192947
4.189968109
4.189968109
4.199981689
4.199981689
4.20999527
4.210233688
4.22000885
4.22000885
4.23002243
4.240036011
4.240036011
4.240036011
4.240036011
4.250049591
4.250049591
4.260063171
4.260063171
4.279851913
4.300117493
4.309892654
4.309892654
4.319906235
4.320144653
4.320144653
4.329919815
4.329919815
4.339933395
4.349946976
4.350185394
4.359960556
4.369974136
4.369974136
4.369974136
4.369974136
4.369974136
4.379987717
4.379987717
4.379987717
4.379987717
4.390001297
4.390001297
4.390001297
4.399776459
4.400014877
4.410028458
4.420042038
4.420042038
4.420042038
4.430055618
4.440069199
4.440069199
4.440069199
4.440069199
4.44984436
4.44984436
4.450082779
4.459857941
4.469871521
4.469871521
4.47010994
4.47010994
4.47010994
4.47010994
4.479885101
4.479885101
4.4901371
4.4901371
4.4901371
4.499912262
4.499912262
4.499912262
4.500150681
4.509925842
4.510164261
4.519939423
4.519939423
4.519939423
4.529953003
4.529953003
4.529953003
4.529953003
4.529953003
4.529953003
4.539966583
4.539966583
4.539966583
4.559993744
4.559993744
4.559993744
4.559993744
4.559993744
4.559993744
4.559993744
4.570007324
4.570007324
4.570007324
4.570007324
4.570007324
4.580020905
4.580020905
4.590034485
4.590034485
4.590034485
4.599809647
4.600048065
4.600048065
4.600048065
4.600048065
4.609823227
4.610061646
4.610061646
4.619836807
4.619836807
4.620075226
4.620075226
4.620075226
4.620075226
4.629850388
4.629850388
4.630088806
4.630088806
4.630088806
4.630088806
4.630088806
4.640102386
4.640102386
4.649877548
4.650115967
4.659891129
4.659891129
4.660129547
4.660129547
4.660129547
4.669904709
4.670143127
4.670143127
4.670143127
4.670143127
4.670143127
4.679918289
4.679918289
4.679918289
4.679918289
4.679918289
4.679918289
4.68993187
4.68993187
4.68993187
4.68993187
4.69994545
4.700183868
4.70995903
4.70995903
4.70995903
4.70995903
4.70995903
4.70995903
4.70995903
4.710197449
4.710197449
4.71997261
4.71997261
4.71997261
4.71997261
4.71997261
4.71997261
4.720211029
4.729986191
4.729986191
4.729986191
4.729986191
4.739999771
4.739999771
4.739999771
4.750013351
4.750013351
4.750013351
4.759788513
4.759788513
4.760026932
4.760026932
4.760026932
4.760026932
4.760026932
4.760026932
4.770040512
4.770040512
4.770040512
4.770040512
4.770040512
4.780054092
4.780054092
4.780054092
4.789829254
4.790067673
4.790067673
4.790067673
4.790067673
4.799842834
4.799842834
4.800081253
4.800081253
4.800081253
4.800081253
4.800081253
4.800081253
4.809856415
4.809856415
4.809856415
4.809856415
4.809856415
4.810094833
4.810094833
4.810094833
4.810094833
4.819869995
4.820108414
4.820108414
4.820108414
4.820108414
4.830121994
4.839897156
4.839897156
4.839897156
4.839897156
4.839897156
4.840135574
4.849910736
4.850149155
4.850149155
4.850149155
4.850149155
4.859924316
4.859924316
4.859924316
4.859924316
4.859924316
4.859924316
4.859924316
4.859924316
4.860162735
4.860162735
4.860162735
4.869937897
4.870176315
4.879951477
4.879951477
4.879951477
4.879951477
4.879951477
4.879951477
4.879951477
4.880189896
4.889965057
4.889965057
4.889965057
4.889965057
4.889965057
4.889965057
4.889965057
4.889965057
4.899978638
4.899978638
4.899978638
4.899978638
4.899978638
4.900217056
4.900217056
4.909992218
4.909992218
4.909992218
4.909992218
4.909992218
4.909992218
4.909992218
4.920005798
4.920005798
4.920005798
4.920005798
4.920005798
4.920005798
4.92978096
4.930019379
4.930019379
4.930019379
4.930019379
4.930019379
4.930019379
4.930019379
